*******************************************************************************
 Revised: Jul 31, 2013              Mercury                             199 / 1
 GEOPHYSICAL DATA (updated 2008-Feb-07):
  Mean radius (km)      =  2440(+-1)     Density (g cm^-3)     =  5.427
  Mass (10^23 kg )      =     3.302      Flattening, f         =  
  Volume (x10^10 km^3)  =     6.085      Semi-major axis       = 
  Sidereal rot. period  =    58.6462 d   Rot. Rate (x10^5 s)   =  0.124001
  Mean solar day        =   175.9421 d   Polar gravity ms^-2   =
  Mom. of Inertia       =     0.33       Equ. gravity  ms^-2   =  3.701     
  Core radius (km)      = ~1600          Potential Love # k2   =
  GM (km^3 s^-2)        = 22032.09       Equatorial Radius, Re =    2440 km
  GM 1-sigma (km^3 s^-2)=   +-0.91       Mass ratio (sun/plnt) = 6023600
 
  Atmos. pressure (bar) =                Max. angular diam.    = 11.0"   
  Mean Temperature (K)  =                Visual mag. V(1,0)    = -0.42 
  Geometric albedo      =   0.106        Obliquity to orbit[1] = 2.11' +/- 0.1'  
  Sidereal orb. per.    =   0.2408467 y  Mean Orbit vel.  km/s = 47.362 
  Sidereal orb. per.    =  87.969257  d  Escape vel. km/s      =  4.435
  Hill's sphere rad. Rp =  94.4          Planetary Solar Const = 9936.9 (Wm^2)
[1] Margot et al., Science 316, 2007
*******************************************************************************
 
 
*******************************************************************************
Ephemeris / WWW_USER Sat Nov 11 05:57:04 2017 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Mercury (199)                   {source: DE431mx}
Center body name: Sun (10)                        {source: DE431mx}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 1950-Nov-11 00:00:00.0000 TDB
Stop  time      : A.D. 2100-Dec-11 00:00:00.0000 TDB
Step-size       : 1 calendar months
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 696000.0 x 696000.0 x 696000.0 k{Equator, meridian, pole}    
Keplerian GM    : 1.3271246207371930E+11 km^3/s^2
Output units    : KM-S, deg, Julian Day Number (Tp)                            
Output type     : GEOMETRIC osculating elements
Output format   : 10
Reference frame : ICRF/J2000.0                                                 
Coordinate systm: Ecliptic and Mean Equinox of Reference Epoch                 
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                     EC,                     QR,                     IN,                     OM,                      W,                     Tp,                      N,                     MA,                     TA,                      A,                     AD,                     PR,
**************************************************************************************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2433596.500000000, A.D. 1950-Nov-11 00:00:00.0000,  2.056144202668639E-01,  4.600222498733462E+07,  7.007850497859491E+00,  4.839215223367083E+01,  2.898794106476460E+01,  2.433556541281377E+06,  4.736496894500700E-05,  1.635243955194745E+02,  1.688711191336980E+02,  5.790918939237101E+07,  6.981615379740739E+07,  7.600553911857882E+06,
2433626.500000000, A.D. 1950-Dec-11 00:00:00.0000,  2.056176725997631E-01,  4.600187848706884E+07,  7.007837526043954E+00,  4.839196923514409E+01,  2.898849014832672E+01,  2.433644510567490E+06,  4.736521321539020E-05,  2.862943744941646E+02,  2.626243360448742E+02,  5.790899029390356E+07,  6.981610210073829E+07,  7.600514714521048E+06,
2433657.500000000, A.D. 1951-Jan-11 00:00:00.0000,  2.056187238144361E-01,  4.600185332856685E+07,  7.007837130608037E+00,  4.839187946549674E+01,  2.898860582881796E+01,  2.433644510580536E+06,  4.736515805319500E-05,  5.315724627077701E+01,  7.487784209018648E+01,  5.790903525503164E+07,  6.981621718149643E+07,  7.600523566197966E+06,
2433688.500000000, A.D. 1951-Feb-11 00:00:00.0000,  2.056214632122915E-01,  4.600158507146583E+07,  7.007846948863873E+00,  4.839182522761936E+01,  2.898809257419434E+01,  2.433732479283814E+06,  4.736532735918348E-05,  1.800207496919416E+02,  1.800139704035043E+02,  5.790889725883845E+07,  6.981620944621107E+07,  7.600496398346987E+06,
2433716.500000000, A.D. 1951-Mar-11 00:00:00.0000,  2.056202534728432E-01,  4.600171219732229E+07,  7.007844782547793E+00,  4.839172206931892E+01,  2.898779643022206E+01,  2.433732479243235E+06,  4.736523921482610E-05,  2.946072373961399E+02,  2.712991616093267E+02,  5.790896910253701E+07,  6.981622600775172E+07,  7.600510542493239E+06,
2433747.500000000, A.D. 1951-Apr-11 00:00:00.0000,  2.056199852396362E-01,  4.600171844538225E+07,  7.007842989953558E+00,  4.839162533667304E+01,  2.898753314362975E+01,  2.433732479195125E+06,  4.736525355522195E-05,  6.147050959988991E+01,  8.441224458324254E+01,  5.790895741411537E+07,  6.981619638284849E+07,  7.600508241347956E+06,
2433777.500000000, A.D. 1951-May-11 00:00:00.0000,  2.056226846859084E-01,  4.600151951057880E+07,  7.007854549464480E+00,  4.839157970470564E+01,  2.898764386787120E+01,  2.433820448041670E+06,  4.736531936916946E-05,  1.842409978575858E+02,  1.828559949211053E+02,  5.790890377123886E+07,  6.981628803189893E+07,  7.600497680468031E+06,
2433808.500000000, A.D. 1951-Jun-11 00:00:00.0000,  2.056211863231338E-01,  4.600169444114983E+07,  7.007854076077052E+00,  4.839149899521436E+01,  2.898705204466290E+01,  2.433820447961352E+06,  4.736518320612586E-05,  3.111047385065536E+02,  2.902545569726680E+02,  5.790901475358605E+07,  6.981633506602228E+07,  7.600519529996038E+06,
