*******************************************************************************
 Revised: Jun 17, 2016                Uranus                                799
 
 PHYSICAL DATA (updated 2009-May-26):
  Mass (10^24 kg)       =    86.8103      Density (g/cm^3)       =  1.318
  Equat. radius (1 bar) = 25559+-4 km     Polar radius (km)      = 24973+-20
  Volumetric mean radius= 25362+-12 km    Flattening             =  0.02293
  Rotation period       = 17.24+-0.01 hr  Rot. rate(10^-4 rad/s) =  1.012   
  m = w^2a^3/GM         =  0.02954        Hydrostatic flat., fh  =  0.01987
  Inferred rot. period  = 17.14+-0.9 hr   ks = 3*J2/m            =  0.357
  Mom. of inert. I/MRo^2=  0.225          I/MRo^2 (upper bound)  =  0.232 
  Rocky core mass (Mc/M)=  0.0012         Y factor (He/H ratio)  =  0.262+-.048
  GM (km^3/s^2)         = 5,793,966       GM 1-sigma( km^3/s^2)  = +-23
  Equ. grav, ge (m/s^2) =  8.87           Pol. grav, gp (m/s^2)  =  9.19+-0.02
  Geometric albedo      =  0.51           Visual magnitude V(1,0)= -7.19
  Vis. mag. (opposition)= +5.52           Obliquity to orbit     = 97.86 deg
  Sidereal orbit period = 84.016846 yr    Sidereal orbit period  = 30687.153 d
  Mean daily motion     = 0.01176904 dg/d Mean orbit velocity    =  6.8352 km/s
  Atmos. temp. (1 bar)  =  76+-2 K        Heat flow/mass (x10^7) = 
  Planetary Solar Const =   3.71 W/m^2    Dipole tilt/offset     = 58.6dg/0.3Rp 
  Escape velocity (km/s)=  21.3           Mag.dip.mom(gauss-Rp^3)= 0.23
  Aroche(ice)/Rp        =  2.20           Hill's sphere rad., Rp = 2700
*******************************************************************************
 
 
*******************************************************************************
Ephemeris / WWW_USER Sat Nov 11 05:59:20 2017 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Uranus (799)                    {source: ura111}
Center body name: Sun (10)                        {source: DE431mx}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 1950-Nov-11 00:00:00.0000 TDB
Stop  time      : A.D. 2100-Dec-11 00:00:00.0000 TDB
Step-size       : 1 calendar months
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 696000.0 x 696000.0 x 696000.0 k{Equator, meridian, pole}    
Keplerian GM    : 1.3271823399326158E+11 km^3/s^2
Output units    : KM-S, deg, Julian Day Number (Tp)                            
Output type     : GEOMETRIC osculating elements
Output format   : 10
Reference frame : ICRF/J2000.0                                                 
Coordinate systm: Ecliptic and Mean Equinox of Reference Epoch                 
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                     EC,                     QR,                     IN,                     OM,                      W,                     Tp,                      N,                     MA,                     TA,                      A,                     AD,                     PR,
**************************************************************************************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2433596.500000000, A.D. 1950-Nov-11 00:00:00.0000,  4.606332507855080E-02,  2.737935742338408E+09,  7.721298248135900E-01,  7.395318455910908E+01,  9.656774432050094E+01,  2.439392966319099E+06,  1.357476660725315E-07,  2.920155747017171E+02,  2.870204982305809E+02,  2.870144124151491E+09,  3.002352505964573E+09,  2.651979296702221E+09,
2433626.500000000, A.D. 1950-Dec-11 00:00:00.0000,  4.607220493500907E-02,  2.738283428171556E+09,  7.725114848804601E-01,  7.396515034409072E+01,  9.638036521424218E+01,  2.439379555769513E+06,  1.357199175518053E-07,  2.925385123931250E+02,  2.875585881813015E+02,  2.870535319693665E+09,  3.002787211215774E+09,  2.652521505272690E+09,
2433657.500000000, A.D. 1951-Jan-11 00:00:00.0000,  4.610535276716060E-02,  2.738839287653397E+09,  7.738024779675720E-01,  7.400794501165132E+01,  9.603993104327212E+01,  2.439356691987788E+06,  1.356715302783041E-07,  2.931939563040248E+02,  2.882312336402447E+02,  2.871217797058111E+09,  3.003596306462825E+09,  2.653467527502116E+09,
2433688.500000000, A.D. 1951-Feb-11 00:00:00.0000,  4.611052778986940E-02,  2.738797930734311E+09,  7.741146266890832E-01,  7.401871644166002E+01,  9.604480875636487E+01,  2.439357855149393E+06,  1.356734992482351E-07,  2.935427398618290E+02,  2.885908293126203E+02,  2.871190017842010E+09,  3.003582104949710E+09,  2.653429018892818E+09,
2433716.500000000, A.D. 1951-Mar-11 00:00:00.0000,  4.615363107754173E-02,  2.739111001787571E+09,  7.728383071727499E-01,  7.397503470324204E+01,  9.589978956487006E+01,  2.439343235532533E+06,  1.356410450725078E-07,  2.940581127185824E+02,  2.891186635879628E+02,  2.871647983397884E+09,  3.004184965008196E+09,  2.654063891999355E+09,
2433747.500000000, A.D. 1951-Apr-11 00:00:00.0000,  4.622395520454411E-02,  2.739686219359691E+09,  7.727909902897631E-01,  7.397310960148673E+01,  9.556228148444094E+01,  2.439316976822543E+06,  1.355833334516081E-07,  2.947569206530913E+02,  2.898338001096704E+02,  2.872462811694160E+09,  3.005239404028629E+09,  2.655193605551010E+09,
2433777.500000000, A.D. 1951-May-11 00:00:00.0000,  4.626137169351868E-02,  2.739894520322482E+09,  7.722785135798695E-01,  7.395439700445868E+01,  9.544807393018212E+01,  2.439306640960582E+06,  1.355598947430974E-07,  2.952406281626282E+02,  2.903305282503508E+02,  2.872793907055660E+09,  3.005693293788837E+09,  2.655652696413229E+09,
2433808.500000000, A.D. 1951-Jun-11 00:00:00.0000,  4.628264199129652E-02,  2.740120986431577E+09,  7.752337029180384E-01,  7.406088250857302E+01,  9.521303876825480E+01,  2.439296723830165E+06,  1.355385551135864E-07,  2.957299838138455E+02,  2.908352567657124E+02,  2.873095433801018E+09,  3.006069881170460E+09,  2.656070810982944E+09,
